session_id,timestamp,sentence_index,sentence_text,audio_file,audio_duration,start_time,end_time,duration,gesture_label,animation_clip,gesture_source,gesture_function,pedagogical_context,mouth_cue_count,dominant_mouth_cue,annotation_status,gold_gesture_label,suitability_score,naturalness_score,sync_score,engagement_support_score,annotator_name,notes
"SES-1779895508697","2026-05-27T15:25:08.699Z","0","""Selamat Hari Raya Idul Adha, siswa!","generated.wav","9.696","0","3.009","3.009","STANDING_GREETING","STANDING_GREETING","backend_sequence","Gesture avatar","Konteks pembelajaran","18","B","mapped","","","","","","",""
"SES-1779895508697","2026-05-27T15:25:08.699Z","1","Semoga hari raya ini membawa keberkahan dan keselamatan bagi Anda dan keluarga.","generated.wav","9.696","3.009","9.612","6.603","Talking_0","Talking_0","backend_sequence","Menjelaskan materi","Penjelasan konsep","50","C","mapped","","","","","","",""
"SES-1779895508697","2026-05-27T15:25:08.699Z","2","""","generated.wav","9.696","9.612","9.696","0.084","Talking_2","Talking_2","backend_sequence","Menjelaskan dengan gesture percakapan","Percakapan pembelajaran","1","X","mapped","","","","","","",""
"SES-1779974379158","2026-05-28T13:19:41.500Z","0","Halo siswa!","generated.wav","13.272","0","0.879","0.879","Greeting","Greeting","sentence_rule_override","Menyapa peserta didik","Pembuka pembelajaran","5","X","mapped","","","","","","",""
"SES-1779974379158","2026-05-28T13:19:41.500Z","1","Diagram arsitektur ini memperlihatkan struktur sistem yang kompleks, tapi jangan khawatir, kita akan memahami setiap bagian dari diagram ini secara detail.","generated.wav","13.272","0.879","13.272","12.393","normal","normal","backend_sequence","Gesture bicara umum","Penjelasan umum","74","C","mapped","","","","","","",""
"SES-1779976414016","2026-05-28T13:53:34.025Z","0","Halo siswa!","generated.wav","10.056","0","1.024","1.024","Greeting","Greeting","sentence_rule_override","Menyapa peserta didik","Pembuka pembelajaran","7","F","mapped","","","","","","",""
"SES-1779976414016","2026-05-28T13:53:34.026Z","1","Diagram arsitektur ini terlihat kompleks, tapi mari kita mulai dengan memahami struktur dasarnya.","generated.wav","10.056","1.024","10.056","9.032","normal","normal","backend_sequence","Gesture bicara umum","Penjelasan umum","47","B","mapped","","","","","","",""
"SES-1779976664362","2026-05-28T13:57:44.367Z","0","Saya senang bertemu denganmu!","generated.wav","19.224","0","2.313","2.313","THINKING","THINKING","backend_sequence","Gesture avatar","Konteks pembelajaran","20","C","mapped","","","","","","",""
"SES-1779976664362","2026-05-28T13:57:44.367Z","1","Algoritma tersebut membutuhkan waktu eksekusi lebih lama karena harus melakukan beberapa proses yang rumit, seperti analisis data dan pengolahan informasi, sehingga memerlukan waktu yang lebih lama untuk selesai.","generated.wav","19.224","2.313","19.224","16.911","Greeting","Greeting","sentence_rule_override","Menyapa peserta didik","Pembuka pembelajaran","100","B","mapped","","","","","","",""
"SES-1779976871275","2026-05-28T14:01:11.277Z","0","Saya senang melihat Anda tertarik pada bagian proses input dan output!","generated.wav","22.272","0","5.568","5.568","POINTING","POINTING","backend_sequence","Gesture avatar","Konteks pembelajaran","36","B","mapped","","","","","","",""
"SES-1779976871275","2026-05-28T14:01:11.277Z","1","Proses input dan output adalah dua bagian penting dalam sistem komputasi, dimana input berupa data atau perintah yang diterima oleh sistem, sedangkan output berupa hasil atau respons yang diberikan oleh sistem.","generated.wav","22.272","5.568","22.272","16.704","Talking_1","Talking_1","backend_sequence","Membuka atau menekankan penjelasan","Penekanan awal","95","B","mapped","","","","","","",""
"SES-1779978951896","2026-05-28T14:35:52.176Z","0","Saya senang melihat kamu ingin memahami diagram arsitektur ini!","generated.wav","12.792","0","5.798","5.798","POINTING","POINTING","backend_sequence","Gesture avatar","Konteks pembelajaran","37","B","mapped","","","","","","",""
"SES-1779978951896","2026-05-28T14:35:52.176Z","1","Sebelum kita perhaikan, mari kita lihat struktur diagramnya terlebih dahulu.","generated.wav","12.792","5.798","12.792","6.994","Greeting","Greeting","sentence_rule_override","Menyapa peserta didik","Pembuka pembelajaran","36","C","mapped","","","","","","",""
"SES-1779981290031","2026-05-28T15:14:50.040Z","0","Saya senang membantu!","generated.wav","10.776","0","1.81","1.81","POINTING","POINTING","backend_sequence","Gesture avatar","Konteks pembelajaran","15","B","mapped","","","","","","",""
"SES-1779981290031","2026-05-28T15:14:50.040Z","1","Diagram arsitektur sistem ini membagi bagian penting menjadi tiga bagian: input, processing, dan output.","generated.wav","10.776","1.81","10.776","8.966","Talking_1","Talking_1","sentence_rule_override","Membuka atau menekankan penjelasan","Penekanan awal","43","B","mapped","","","","","","",""
"SES-1779981469543","2026-05-28T15:17:49.545Z","0","Halo siswa!","generated.wav","2.544","0","1.119","1.119","Greeting","Greeting","sentence_rule_override","Menyapa peserta didik","Pembuka pembelajaran","9","B","mapped","","","","","","",""
"SES-1779981469543","2026-05-28T15:17:49.545Z","1","Selamat malam!","generated.wav","2.544","1.119","2.544","1.425","Greeting","Greeting","sentence_rule_override","Menyapa peserta didik","Pembuka pembelajaran","12","B","mapped","","","","","","",""
"SES-1779981534219","2026-05-28T15:18:54.221Z","0","Selamat datang, siswa!","generated.wav","5.448","0","2.103","2.103","STANDING_GREETING","STANDING_GREETING","backend_sequence","Gesture avatar","Konteks pembelajaran","17","B","mapped","","","","","","",""
"SES-1779981534219","2026-05-28T15:18:54.221Z","1","Saya setuju dengan pertanyaan Anda.","generated.wav","5.448","2.103","5.448","3.345","Talking_1","Talking_1","backend_sequence","Membuka atau menekankan penjelasan","Penekanan awal","16","C","mapped","","","","","","",""
"SES-1779981665941","2026-05-28T15:21:05.944Z","0","Halo siswa!","generated.wav","12.216","0","0.981","0.981","Greeting","Greeting","sentence_rule_override","Menyapa peserta didik","Pembuka pembelajaran","8","C","mapped","","","","","","",""
"SES-1779981665941","2026-05-28T15:21:05.944Z","1","Alur pengembangan sistem biasanya melibatkan tahapan-tahapan seperti perencanaan, desain, implementasi, testing, dan evaluasi.","generated.wav","12.216","0.981","12.216","11.235","normal","normal","backend_sequence","Gesture bicara umum","Penjelasan umum","67","B","mapped","","","","","","",""
"SES-1779981852054","2026-05-28T15:24:12.055Z","0","Halo siswa!","generated.wav","9.096","0","1.064","1.064","Greeting","Greeting","sentence_rule_override","Menyapa peserta didik","Pembuka pembelajaran","5","B","mapped","","","","","","",""
"SES-1779981852054","2026-05-28T15:24:12.055Z","1","Langkah pertama hingga kelima dalam membangun sistem informasi penjualan adalah: 1.","generated.wav","9.096","1.064","9.096","8.032","Greeting","Greeting","sentence_rule_override","Menyapa peserta didik","Pembuka pembelajaran","46","B","mapped","","","","","","",""
"SES-1779981969543","2026-05-28T15:26:09.544Z","0","Halo siswa!","generated.wav","9.552","0","0.93","0.93","Greeting","Greeting","sentence_rule_override","Menyapa peserta didik","Pembuka pembelajaran","8","A","mapped","","","","","","",""
"SES-1779981969543","2026-05-28T15:26:09.544Z","1","Basis data (database) adalah kumpulan data yang tersimpan secara sistematis dan dapat diakses kembali.","generated.wav","9.552","0.93","9.552","8.622","Talking_1","Talking_1","backend_sequence","Membuka atau menekankan penjelasan","Penekanan awal","42","C","mapped","","","","","","",""
"SES-1779982129340","2026-05-28T15:28:49.342Z","0","Halo siswa!","generated.wav","23.712","0","0.999","0.999","Greeting","Greeting","sentence_rule_override","Menyapa peserta didik","Pembuka pembelajaran","7","C","mapped","","","","","","",""
"SES-1779982129340","2026-05-28T15:28:49.342Z","1","Lima langkah merancang basis data adalah: pertama, menentukan tujuan basis data; kedua, mengidentifikasi objek dan atributnya; ketiga, membuat desain tabel; keempat, membuat query dan script; dan kelima, memantau dan meningkatkan kualitas basis data.","generated.wav","23.712","0.999","23.712","22.713","Talking_3","Talking_3","backend_sequence","Menjelaskan konsep lanjutan","Elaborasi konsep","133","B","mapped","","","","","","",""
"SES-1779982512119","2026-05-28T15:35:12.126Z","0","Ya, saya setuju!","generated.wav","2.208","0","2.208","2.208","HEAD_NOD_YES","HEAD_NOD_YES","backend_sequence","Gesture avatar","Konteks pembelajaran","12","C","mapped","","","","","","",""
"SES-1780149235799","2026-05-30T13:53:55.810Z","0","Ya, saya setuju.","generated.wav","2.232","0","2.232","2.232","HEAD_NOD_YES","HEAD_NOD_YES","backend_sequence","Gesture avatar","Konteks pembelajaran","12","C","mapped","","","","","","",""
"SES-1780150958810","2026-05-30T14:22:39.147Z","0","Selamat malam!","generated.wav","2.88","0","1.39","1.39","Greeting","Greeting","sentence_rule_override","Menyapa peserta didik","Pembuka pembelajaran","18","C","mapped","","","","","","",""
"SES-1780150958810","2026-05-30T14:22:39.147Z","1","Apa kabar Anda?","generated.wav","2.88","1.39","2.88","1.49","STANDING_GREETING","STANDING_GREETING","backend_sequence","Gesture avatar","Konteks pembelajaran","5","C","mapped","","","","","","",""
"SES-1780150997761","2026-05-30T14:23:17.764Z","0","Iya, saya siap membantu!","generated.wav","2.76","0","2.76","2.76","POINTING","POINTING","backend_sequence","Gesture avatar","Konteks pembelajaran","18","C","mapped","","","","","","",""
"SES-1780151041110","2026-05-30T14:24:01.112Z","0","Ya, saya setuju!","generated.wav","2.208","0","2.208","2.208","HEAD_NOD_YES","HEAD_NOD_YES","backend_sequence","Gesture avatar","Konteks pembelajaran","12","C","mapped","","","","","","",""
"SES-1780286072612","2026-06-01T03:54:32.618Z","0","Saya siap membantu Anda!","generated.wav","2.352","0","2.352","2.352","POINTING","POINTING","backend_sequence","Gesture avatar","Konteks pembelajaran","15","C","mapped","","","","","","",""
"SES-1780286144323","2026-06-01T03:55:44.327Z","0","Ya, saya setuju.","generated.wav","2.232","0","2.232","2.232","HEAD_NOD_YES","HEAD_NOD_YES","backend_sequence","Gesture avatar","Konteks pembelajaran","10","X","mapped","","","","","","",""
"SES-1780286435089","2026-06-01T04:00:35.091Z","0","Perhatikan bagian visual tersebut dengan seksama, agar kita dapat memahami konsep yang akan dibahas selanjutnya.","generated.wav","8.568","0","8.568","8.568","instruction","instruction","sentence_rule_override","Memberikan instruksi","Instruksi tugas","49","B","mapped","","","","","","",""
"SES-1780287829247","2026-06-01T04:23:49.252Z","0","Perhatikan bagian visual tersebut, sis.","generated.wav","10.08","0","3.36","3.36","instruction","instruction","sentence_rule_override","Memberikan instruksi","Instruksi tugas","19","B","mapped","","","","","","",""
"SES-1780287829247","2026-06-01T04:23:49.252Z","1","Itu akan membantu kita memahami konsep yang akan kita diskusikan lebih lanjut.","generated.wav","10.08","3.36","10.08","6.72","normal","normal","backend_sequence","Gesture bicara umum","Penjelasan umum","46","B","mapped","","","","","","",""
"SES-1780288778268","2026-06-01T04:39:38.274Z","0","Menjawab pertanyaan bukanlah tugas yang sulit, tapi perlu dilakukan dengan cara yang benar.","generated.wav","13.128","0","7.111","7.111","instruction","instruction","sentence_rule_override","Memberikan instruksi","Instruksi tugas","43","B","mapped","","","","","","",""
"SES-1780288778268","2026-06-01T04:39:38.274Z","1","Pertama-tama, Anda harus memahami maksud dan tujuan dari pertanyaan tersebut.","generated.wav","13.128","7.111","13.128","6.017","Talking_1","Talking_1","backend_sequence","Membuka atau menekankan penjelasan","Penekanan awal","40","C","mapped","","","","","","",""
"SES-1780289654729","2026-06-01T04:54:14.733Z","0","Lihatlah bagian atas!","generated.wav","2.256","0","2.256","2.256","QUICK_INFORMAL_BOW","QUICK_INFORMAL_BOW","backend_sequence","Gesture avatar","Konteks pembelajaran","13","B","mapped","","","","","","",""
"SES-1780326493078","2026-06-01T15:08:13.084Z","0","Perhatikan bagian yang berwarna biru, itu adalah layer aplikasi yang terintegrasi dengan sistem operasi.","generated.wav","8.544","0","8.544","8.544","instruction","instruction","sentence_rule_override","Memberikan instruksi","Instruksi tugas","46","B","mapped","","","","","","",""
"SES-1780500564165","2026-06-03T15:29:24.199Z","0","Saya baik-baik saja, terima kasih!","generated.wav","3.6","0","3.6","3.6","closing","closing","sentence_rule_override","Menutup pembelajaran","Penutup","23","B","mapped","","","","","","",""
"SES-1780500663480","2026-06-03T15:31:03.483Z","0","Ya, Anda boleh menggunakan gesture untuk menjawab pertanyaan!","generated.wav","5.424","0","5.424","5.424","HAND_RAISING","HAND_RAISING","backend_sequence","Gesture avatar","Konteks pembelajaran","32","C","mapped","","","","","","",""
"SES-1780500961061","2026-06-03T15:36:01.064Z","0","Perhatikan bagian diagram yang menunjukkan struktur sistem, itu akan membantu Anda memahami bagaimana komponen-komponen bekerja sama.","generated.wav","10.176","0","10.176","10.176","instruction","instruction","sentence_rule_override","Memberikan instruksi","Instruksi tugas","66","B","mapped","","","","","","",""
"SES-1780501830794","2026-06-03T15:50:30.797Z","0","Merancang sebuah database memerlukan beberapa langkah dasar, seperti menentukan entitas, atribut, dan relasi antara data.","generated.wav","18.504","0","10.224","10.224","ACKNOWLEDGING","ACKNOWLEDGING","backend_sequence","Gesture avatar","Konteks pembelajaran","56","B","mapped","","","","","","",""
"SES-1780501830794","2026-06-03T15:50:30.797Z","1","Perhatikan bagian tentang Normalisasi Data untuk memahami cara mengorganisasikan data dengan baik.","generated.wav","18.504","10.224","18.504","8.28","instruction","instruction","sentence_rule_override","Memberikan instruksi","Instruksi tugas","43","C","mapped","","","","","","",""
"SES-1780506146437","2026-06-03T17:02:26.443Z","0","Perhatikan bagian.","generated.wav","1.8","0","1.8","1.8","instruction","instruction","sentence_rule_override","Memberikan instruksi","Instruksi tugas","11","A","mapped","","","","","","",""
"SES-1780506337315","2026-06-03T17:05:37.317Z","0","Ya, silakan!","generated.wav","1.704","0","1.704","1.704","instruction","instruction","sentence_rule_override","Memberikan instruksi","Instruksi tugas","8","X","mapped","","","","","","",""
"SES-1780506448171","2026-06-03T17:07:28.173Z","0","Perhatikan bagian diagram untuk memahami hubungan antara bagian.","generated.wav","5.784","0","5.784","5.784","instruction","instruction","sentence_rule_override","Memberikan instruksi","Instruksi tugas","34","C","mapped","","","","","","",""
"SES-1780506503497","2026-06-03T17:08:23.500Z","0","Saya melihat Anda telah hadir di kelas!","generated.wav","8.088","0","3.668","3.668","STANDING_GREETING","STANDING_GREETING","backend_sequence","Gesture avatar","Konteks pembelajaran","21","C","mapped","","","","","","",""
"SES-1780506503497","2026-06-03T17:08:23.500Z","1","Silakan lanjutkan pertanyaan atau diskusi Anda.","generated.wav","8.088","3.668","8.088","4.42","instruction","instruction","sentence_rule_override","Memberikan instruksi","Instruksi tugas","20","C","mapped","","","","","","",""
"SES-1780506776296","2026-06-03T17:12:56.298Z","0","Belum tepat, jawabannya tergantung dari kualitas dan akurasi informasinya.","generated.wav","6.192","0","6.192","6.192","appreciation","appreciation","sentence_rule_override","Memberikan apresiasi","Apresiasi","37","C","mapped","","","","","","",""
"SES-1780506986517","2026-06-03T17:16:26.520Z","0","Tidak, tidak ada tugas untuk hari ini.","generated.wav","6.84","0","3.209","3.209","instruction","instruction","sentence_rule_override","Memberikan instruksi","Instruksi tugas","21","B","mapped","","","","","","",""
"SES-1780506986517","2026-06-03T17:16:26.520Z","1","Kami akan melanjutkan ke materi baru besok.","generated.wav","6.84","3.209","6.84","3.631","Talking_1","Talking_1","backend_sequence","Membuka atau menekankan penjelasan","Penekanan awal","29","B","mapped","","","","","","",""
"SES-1780507105817","2026-06-03T17:18:25.819Z","0","Dasar pengambilan keputusan adalah prinsip dasar untuk membuat keputusan yang tepat.","generated.wav","16.632","0","6.409","6.409","appreciation","appreciation","sentence_rule_override","Memberikan apresiasi","Apresiasi","46","C","mapped","","","","","","",""
"SES-1780507105817","2026-06-03T17:18:25.819Z","1","Ia mengacu pada kriteria dan konsekuensi yang diketahui sebelumnya, sehingga memungkinkan kita membuat pilihan yang logis dan efektif.","generated.wav","16.632","6.409","16.632","10.223","Greeting","Greeting","sentence_rule_override","Menyapa peserta didik","Pembuka pembelajaran","58","C","mapped","","","","","","",""
"SES-1780507213094","2026-06-03T17:20:13.097Z","0","Memahami materi ini sangat penting karena dasar konsepnya akan membantu Anda mengerti topik-topik lain yang terkait.","generated.wav","9.216","0","9.216","9.216","Talking_1","Talking_1","sentence_rule_override","Membuka atau menekankan penjelasan","Penekanan awal","69","B","mapped","","","","","","",""
"SES-1780507337481","2026-06-03T17:22:17.483Z","0","Saya senang mendengar bahwa Anda menikmati pelajaran hari ini!","generated.wav","5.472","0","5.472","5.472","TALKING","TALKING","backend_sequence","Gesture avatar","Konteks pembelajaran","36","C","mapped","","","","","","",""
"SES-1780507564946","2026-06-03T17:26:04.951Z","0","Saya baik-baik saja, terima kasih!","generated.wav","3.408","0","3.408","3.408","closing","closing","sentence_rule_override","Menutup pembelajaran","Penutup","22","B","mapped","","","","","","",""
"SES-1780853529455","2026-06-07T17:32:09.761Z","0","Let's break it down step by step.","generated.wav","5.784","0","2.651","2.651","COUNTING","COUNTING","backend_sequence","Gesture avatar","Konteks pembelajaran","17","C","mapped","","","","","","",""
"SES-1780853529455","2026-06-07T17:32:09.761Z","1","What is the first step we need to take?","generated.wav","5.784","2.651","5.784","3.133","COUNTING","COUNTING","backend_sequence","Gesture avatar","Konteks pembelajaran","14","B","mapped","","","","","","",""
"SES-1780853756540","2026-06-07T17:35:56.541Z","0","Siap membantu!","generated.wav","1.584","0","1.584","1.584","THANKFUL","THANKFUL","backend_sequence","Gesture avatar","Konteks pembelajaran","9","X","mapped","","","","","","",""
"SES-1780854008151","2026-06-07T17:40:08.158Z","0","Saya siap membantu!","generated.wav","4.56","0","1.42","1.42","COUNTING","COUNTING","backend_sequence","Gesture avatar","Konteks pembelajaran","11","B","mapped","","","","","","",""
"SES-1780854008151","2026-06-07T17:40:08.158Z","1","Langkah pertama apa yang kita akan hitung?","generated.wav","4.56","1.42","4.56","3.14","Greeting","Greeting","sentence_rule_override","Menyapa peserta didik","Pembuka pembelajaran","23","B","mapped","","","","","","",""
"SES-1780854714829","2026-06-07T17:51:54.833Z","0","Ya, silakan angkat tangan Anda!","generated.wav","2.88","0","2.88","2.88","instruction","instruction","sentence_rule_override","Memberikan instruksi","Instruksi tugas","13","C","mapped","","","","","","",""
"SES-1780856242514","2026-06-07T18:17:22.549Z","0","Saya akan menjelaskan langkah-langkah menghitung luas persegi panjang.","generated.wav","10.8","0","5.287","5.287","Greeting","Greeting","sentence_rule_override","Menyapa peserta didik","Pembuka pembelajaran","39","C","mapped","","","","","","",""
"SES-1780856242514","2026-06-07T18:17:22.550Z","1","Pertama, kita perlu mengetahui panjang (P) dan lebar (L) persegi panjang.","generated.wav","10.8","5.287","10.8","5.513","TALKING_OPEN_HAND","TALKING_OPEN_HAND","backend_sequence","Gesture avatar","Konteks pembelajaran","40","C","mapped","","","","","","",""
"SES-1780891293416","2026-06-08T04:01:33.783Z","0","Selamat datang!","generated.wav","4.896","0","1.185","1.185","STANDING_GREETING","STANDING_GREETING","backend_sequence","Gesture avatar","Konteks pembelajaran","12","C","mapped","","","","","","",""
"SES-1780891293416","2026-06-08T04:01:33.783Z","1","Hari ini baik, terima kasih untuk pertanyaanmu.","generated.wav","4.896","1.185","4.896","3.711","closing","closing","sentence_rule_override","Menutup pembelajaran","Penutup","22","B","mapped","","","","","","",""
"SES-1780891369093","2026-06-08T04:02:49.096Z","0","Halo!","generated.wav","3.888","0","0.432","0.432","Greeting","Greeting","sentence_rule_override","Menyapa peserta didik","Pembuka pembelajaran","5","X","mapped","","","","","","",""
"SES-1780891369093","2026-06-08T04:02:49.096Z","1","Semua baik, siap untuk belajar hari ini!","generated.wav","3.888","0.432","3.888","3.456","TALKING_OPEN_HAND","TALKING_OPEN_HAND","backend_sequence","Gesture avatar","Konteks pembelajaran","19","B","mapped","","","","","","",""
"SES-1780891446847","2026-06-08T04:04:06.849Z","0","Halo!","generated.wav","4.44","0","0.419","0.419","Greeting","Greeting","sentence_rule_override","Menyapa peserta didik","Pembuka pembelajaran","3","X","mapped","","","","","","",""
"SES-1780891446847","2026-06-08T04:04:06.849Z","1","Hari ini, kita akan mempelajari materi tentang .","generated.wav","4.44","0.419","4.44","4.021","TALKING_OPEN_HAND","TALKING_OPEN_HAND","backend_sequence","Gesture avatar","Konteks pembelajaran","26","C","mapped","","","","","","",""
"SES-1780891541019","2026-06-08T04:05:41.023Z","0","Sistem informasi adalah suatu sistem yang digunakan untuk mengumpulkan, memproses, dan menyimpan data dalam bentuk digital.","generated.wav","19.728","0","10.326","10.326","TALKING_EXPLAINING","TALKING_EXPLAINING","backend_sequence","Gesture avatar","Konteks pembelajaran","67","B","mapped","","","","","","",""
"SES-1780891541019","2026-06-08T04:05:41.024Z","1","Contohnya, seperti aplikasi perbankan online yang memungkinkan Anda untuk melihat saldo dan melakukan transaksi.","generated.wav","19.728","10.326","19.728","9.402","TALKING_OPEN_HAND","TALKING_OPEN_HAND","backend_sequence","Gesture avatar","Konteks pembelajaran","56","B","mapped","","","","","","",""
"SES-1780891698313","2026-06-08T04:08:18.316Z","0","Saya akan menjelaskan langkah-langkah membuat sistem dengan cara yang mudah dipahami.","generated.wav","10.8","0","6.375","6.375","COUNTING","COUNTING","backend_sequence","Gesture avatar","Konteks pembelajaran","45","C","mapped","","","","","","",""
"SES-1780891698313","2026-06-08T04:08:18.316Z","1","Pertama, kita perlu menentukan tujuan dari sistem tersebut.","generated.wav","10.8","6.375","10.8","4.425","TALKING_OPEN_HAND","TALKING_OPEN_HAND","backend_sequence","Gesture avatar","Konteks pembelajaran","30","B","mapped","","","","","","",""
"SES-1780895162984","2026-06-08T05:06:03.273Z","0","Selamat siang!","generated.wav","6.12","0","1.113","1.113","Greeting","Greeting","sentence_rule_override","Menyapa peserta didik","Pembuka pembelajaran","12","B","mapped","","","","","","",""
"SES-1780895162984","2026-06-08T05:06:03.273Z","1","Hari ini kita akan belajar tentang topik penting di matematika.","generated.wav","6.12","1.113","6.12","5.007","Talking_1","Talking_1","sentence_rule_override","Membuka atau menekankan penjelasan","Penekanan awal","25","B","mapped","","","","","","",""
"SES-1780895448680","2026-06-08T05:10:48.685Z","0","Tentu saja, Anda dapat bertanya dengan cara apapun!","generated.wav","7.488","0","4.02","4.02","TALKING_COMPARING","TALKING_COMPARING","backend_sequence","Gesture avatar","Konteks pembelajaran","27","C","mapped","","","","","","",""
"SES-1780895448680","2026-06-08T05:10:48.685Z","1","Saya siap membantu menjawab pertanyaan Anda.","generated.wav","7.488","4.02","7.488","3.468","TALKING_OPEN_HAND","TALKING_OPEN_HAND","backend_sequence","Gesture avatar","Konteks pembelajaran","23","C","mapped","","","","","","",""
"SES-1780895526815","2026-06-08T05:12:06.817Z","0","Saya tunggu pertanyaan Anda!","generated.wav","2.328","0","2.328","2.328","HAND_RAISING","HAND_RAISING","backend_sequence","Gesture avatar","Konteks pembelajaran","15","B","mapped","","","","","","",""
"SES-1780895728152","2026-06-08T05:15:28.153Z","0","Untuk membandingkan hasil sebelum dan sesudah optimasi, Anda dapat membuat tabel atau grafik yang menampilkan data sebelum dan setelah optimasi.","generated.wav","20.328","0","11.479","11.479","TALKING_COMPARING","TALKING_COMPARING","backend_sequence","Gesture avatar","Konteks pembelajaran","73","C","mapped","","","","","","",""
"SES-1780895728152","2026-06-08T05:15:28.153Z","1","Dengan demikian, Anda dapat dengan mudah melihat perbedaan antara keduanya dan menghitung peningkatan hasilnya.","generated.wav","20.328","11.479","20.328","8.849","Greeting","Greeting","sentence_rule_override","Menyapa peserta didik","Pembuka pembelajaran","40","B","mapped","","","","","","",""
"SES-1780895938238","2026-06-08T05:18:58.241Z","0","Metode digital memang memiliki kelebihan sendiri, seperti kemampuan untuk mengelola data dengan cepat dan efisien.","generated.wav","19.224","0","9.019","9.019","TALKING_COMPARING","TALKING_COMPARING","backend_sequence","Gesture avatar","Konteks pembelajaran","63","B","mapped","","","","","","",""
"SES-1780895938238","2026-06-08T05:18:58.241Z","1","Namun, tidak dapat disangkal bahwa metode manual juga memiliki manfaatnya sendiri, terutama dalam hal keterkaitan dengan manusia.","generated.wav","19.224","9.019","19.224","10.205","TALKING_OPEN_HAND","TALKING_OPEN_HAND","backend_sequence","Gesture avatar","Konteks pembelajaran","61","C","mapped","","","","","","",""
"SES-1780896101278","2026-06-08T05:21:41.279Z","0","Ya, saya setuju!","generated.wav","2.208","0","2.208","2.208","HEAD_NOD_YES","HEAD_NOD_YES","backend_sequence","Gesture avatar","Konteks pembelajaran","8","X","mapped","","","","","","",""
"SES-1780896133135","2026-06-08T05:22:13.136Z","0","Ya, saya setuju!","generated.wav","2.208","0","2.208","2.208","HEAD_NOD_YES","HEAD_NOD_YES","backend_sequence","Gesture avatar","Konteks pembelajaran","8","X","mapped","","","","","","",""
"SES-1780896329886","2026-06-08T05:25:29.888Z","0","Selamat!","generated.wav","8.352","0","0.613","0.613","STANDING_GREETING","STANDING_GREETING","backend_sequence","Gesture avatar","Konteks pembelajaran","8","B","mapped","","","","","","",""
"SES-1780896329886","2026-06-08T05:25:29.888Z","1","Terima kasih juga untuk Anda, karena telah menunjukkan minat dan kesadaran terhadap materi pelajaran.","generated.wav","8.352","0.613","8.352","7.739","closing","closing","sentence_rule_override","Menutup pembelajaran","Penutup","40","B","mapped","","","","","","",""
"SES-1780896481371","2026-06-08T05:28:01.375Z","0","Komponen tidak bekerja sesuai fungsinya dapat menyebabkan sistem atau perangkat menjadi tidak stabil atau tidak berfungsi.","generated.wav","9.72","0","9.72","9.72","SHAKING_HEAD_NO","SHAKING_HEAD_NO","backend_sequence","Gesture avatar","Konteks pembelajaran","66","B","mapped","","","","","","",""
"SES-1780901288736","2026-06-08T06:48:08.739Z","0","Saya akan menjelaskan cara menghitung luas persegi panjang.","generated.wav","11.904","0","4.844","4.844","Greeting","Greeting","sentence_rule_override","Menyapa peserta didik","Pembuka pembelajaran","28","B","mapped","","","","","","",""
"SES-1780901288736","2026-06-08T06:48:08.739Z","1","Pertama, kita perlu mengetahui rumus luas persegi panjang yang adalah panjang x lebar.","generated.wav","11.904","4.844","11.904","7.06","TALKING_OPEN_HAND","TALKING_OPEN_HAND","backend_sequence","Gesture avatar","Konteks pembelajaran","41","B","mapped","","","","","","",""
"SES-1780901437315","2026-06-08T06:50:37.319Z","0","Saya setuju untuk membandingkan dua metode.","generated.wav","10.656","0","3.498","3.498","HEAD_NOD_YES","HEAD_NOD_YES","backend_sequence","Gesture avatar","Konteks pembelajaran","23","B","mapped","","","","","","",""
"SES-1780901437315","2026-06-08T06:50:37.319Z","1","Dalam soal ini, saya akan membandingkan dua metode dan memberikan alasan yang mendukung.","generated.wav","10.656","3.498","10.656","7.158","TALKING_COMPARING","TALKING_COMPARING","backend_sequence","Gesture avatar","Konteks pembelajaran","42","B","mapped","","","","","","",""
"SES-1780901511883","2026-06-08T06:51:51.884Z","0","Tepuk tangan untuk Anda, sis!","generated.wav","6.768","0","2.484","2.484","CLAPPING","CLAPPING","backend_sequence","Gesture avatar","Konteks pembelajaran","17","B","mapped","","","","","","",""
"SES-1780901511883","2026-06-08T06:51:51.884Z","1","Terima kasih atas partisipasi yang aktif dan baik.","generated.wav","6.768","2.484","6.768","4.284","closing","closing","sentence_rule_override","Menutup pembelajaran","Penutup","27","C","mapped","","","","","","",""
"SES-1780901692642","2026-06-08T06:54:52.643Z","0","Saya percaya bahwa setiap orang memiliki potensi dan kemampuan untuk belajar dan meningkatkan diri.","generated.wav","15.288","0","7.842","7.842","TALKING_ARGUMEN","TALKING_ARGUMEN","backend_sequence","Gesture avatar","Konteks pembelajaran","55","B","mapped","","","","","","",""
"SES-1780901692642","2026-06-08T06:54:52.643Z","1","Jika Anda mengalami kesulitan, itu berarti Anda sedang mencoba sesuatu yang baru dan berharga.","generated.wav","15.288","7.842","15.288","7.446","instruction","instruction","sentence_rule_override","Memberikan instruksi","Instruksi tugas","41","C","mapped","","","","","","",""
